pid,label,type,location,_date,description,history,from,format,youtube,notes
SONG0,Prudentopolis Lesson Tape 1 (Preview),"lesson, choral","Prudentopolis, Paraná, Brazil",1989,Preview of the first lesson tape from Prudentopolis - the full tape (about 2 hours long) is still under restoration ,South American Tour,Julian Kytasty,Cassette tape,xjsHyyc3BJA,
